id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects
PG32553,A Little Freckled Person: A Book of Child Verse,"Davies, Mary Carolyn",,,['en'],7,"{""Children's poetry""}"
PG3257,New Thought Pastels,"Wilcox, Ella Wheeler",1850,1919,['en'],19,{'American poetry'}
PG3262,The Pilgrims of Hope and Chants for Socialists,"Morris, William",1834,1896,['en'],21,{'Socialism -- Poetry'}
PG32778,A Pushcart at the Curb,"Dos Passos, John",1896,1970,['en'],19,{'Poetry'}
PG328,A Heap o' Livin',"Guest, Edgar A. (Edgar Albert)",1881,1959,['en'],32,{'Poetry'}
PG3305,Ballads of Peace in War,"Earls, Michael",1873,1937,['en'],11,{'American poetry'}
PG33073,The Arm Chair,Unknown,,,['en'],6,{'Society of Friends -- Poetry'}
PG33171,One Day & Another: A Lyrical Eclogue,"Cawein, Madison Julius",1865,1914,['en'],6,{'Poetry'}
PG33193,Satan Absolved: A Victorian Mystery,"Blunt, Wilfrid Scawen",1840,1922,['en'],16,{'Poetry'}
PG33417,Later Poems,"Carman, Bliss",1861,1929,['en'],14,{'Poetry'}
PG33456,"An Address to a Wealthy Libertine: or, the Melancholy Effects of Seduction; with a Letter from an Unfortunate Farmer's Daughter, to her Parents in Norfolk","Parkerson, James",,,['en'],6,{'English poetry'}
PG33486,"Songs of the Silent World, and Other Poems","Phelps, Elizabeth Stuart",1844,1911,['en'],71,{'Poetry'}
PG33533,"The Convict's Farewell: with Advice to Criminals, before and after Trial","Parkerson, James",,,['en'],11,{'English poetry'}
PG33552,Acanthus and Wild Grape,"Call, Frank Oliver",1878,1956,['en'],11,{'Canadian poetry'}
PG33553,"In a Belgian Garden, and Other Poems","Call, Frank Oliver",1878,1956,['en'],5,{'Canadian poetry'}
PG33555,On Strike Till 3,"Balfour, Grant",,,['en'],8,{'Poetry'}
PG33629,The Autobiography of a Monkey,"Paine, Albert Bigelow",1861,1937,['en'],41,"{""Children's poetry, American"", 'Monkeys -- Juvenile poetry'}"
PG33674,Sonnets from the Patagonian,"Evans, Donald",1884,1921,['en'],3,"{'Sonnets', 'American poetry -- 20th century'}"
PG33681,Poems of the Great War: Published on the Behalf of the Prince of Wales's National Relief Fund,Various,,,['en'],15,"{'World War, 1914-1918 -- Poetry'}"
PG33686,"Accolon of Gaul, with Other Poems","Cawein, Madison Julius",1865,1914,['en'],7,{'American poetry'}
PG33691,Sandman Time,"Gaylord, Ilsien Nathalie",,,['en'],7,"{""Children's poetry, American""}"
PG33729,The Lost Temples of Xantoos,"Calhoun, Howell",,,['en'],9,"{'Sonnets', 'Poetry'}"
PG33732,Sketches in Verse: respectfully addressed to the Norfolk Yeomenry,"Parkerson, James",,,['en'],2,{'English poetry'}
PG33758,"Derby Day in the Yukon, and Other Poems of the ""Northland""","Hayes, Kate Simpson",1856,1945,['en'],2,{'Canadian poetry'}
PG33774,Mice & Other Poems,"Bullett, Gerald",1893,1958,['en'],37,{'English poetry -- 20th century'}
PG33855,Provocations,"Bristowe, Sibyl",,,['en'],8,{'Poetry'}
PG33940,"A Voice on the Wind, and Other Poems","Cawein, Madison Julius",1865,1914,['en'],28,{'American poetry'}
PG34001,Challenge,"Untermeyer, Louis",1885,1977,['en'],4,{'American poetry'}
PG34015,The Coast of Bohemia,"Page, Thomas Nelson",1853,1922,['en'],5,{'American poetry'}
PG34027,The Cup of Comus: Fact and Fancy,"Cawein, Madison Julius",1865,1914,['en'],7,{'American poetry'}
PG34227,"Her Letter, His Answer & Her Last Letter","Harte, Bret",1836,1902,['en'],10,{'American poetry'}
PG34234,A Lonely Flute,"Shepard, Odell",1884,1967,['en'],15,{'American poetry'}
PG34235,Spun-yarn and Spindrift,"Holland, Norah M. (Norah Mary)",1876,1925,['en'],3,{'Canadian poetry'}
PG34328,Tasting the Earth,"Gould, Mona",1908,1999,['en'],3,{'Canadian poetry'}
PG34329,I Run with the Fox,"Gould, Mona",1908,1999,['en'],2,{'Canadian poetry'}
PG34330,Gossip,"Gould, Mona",1908,1999,['en'],6,{'Canadian poetry'}
PG34331,Minor Poems,,,,['en'],6,{'Poetry -- Collections'}
PG34438,The Troubles of Biddy: A Pretty Little Story,"Byrum, Isabel C. (Isabel Coston)",1870,1938,['en'],9,"{'Mothers -- Juvenile poetry', 'Chickens -- Juvenile poetry', 'Ducklings -- Juvenile poetry', ""Children's poetry""}"
PG34741,The Two Twilights,"Beers, Henry A. (Henry Augustin)",1847,1926,['en'],5,{'Poetry'}
PG3477,The Verse-Book of a Homely Woman,"Inchfawn, Fay",1880,1978,['en'],36,"{'English poetry', 'Housewives -- Poetry'}"
PG34780,"Splores of a Halloween, Twenty Years Ago","Dick, Alexander",,,['en'],45,{'Halloween -- Poetry'}
PG34936,"The Blood of Rachel, a Dramatization of Esther, and Other Poems","Noe, Cotton",1864,1953,['en'],2,{'Poetry'}
PG34982,In the Land of Dakota: A Little Book of North Dakota Verse,"Winsted, Huldah Lucile",,,['en'],2,"{'Poetry', 'North Dakota -- Poetry'}"
PG35033,Wayside Weeds,"Ellis, William Hodgson",1845,1921,['en'],4,{'Canadian poetry'}
PG35098,Sonnets and Songs,"Whitney, Helen Hay",1875,1944,['en'],7,{'American poetry'}
PG35115,"Wine, Water, and Song","Chesterton, G. K. (Gilbert Keith)",1874,1936,['en'],62,{'English poetry'}
PG35188,The Fire Bird,"Stratton-Porter, Gene",1863,1924,['en'],14,"{'Indians of North America -- Poetry', 'American poetry'}"
PG3525,"Music, and Other Poems","Van Dyke, Henry",1852,1933,['en'],35,{'American poetry'}
PG35357,Curious Creatures,Anonymous,,,['en'],12,{'Animals -- Juvenile poetry'}
PG35411,Myra's Well: A Tale of All-Hallow-E'en,"Dawson, George Francis",,,['en'],37,{'Halloween -- Poetry'}
PG35475,Songs of the Prairie,"Stead, Robert J. C.",1880,1959,['en'],5,"{'Prairie Provinces -- Poetry', 'Canadian poetry'}"
PG35479,Songs and Ballads of the Southern People: 1861-1865,,,,['en'],13,"{'Southern States -- Poetry', 'American poetry -- Southern States', 'War poetry, American', 'United States -- History -- Civil War, 1861-1865 -- Poetry'}"
PG35497,Three Sunsets and Other Poems,"Carroll, Lewis",1832,1898,['en'],31,{'Poetry'}
PG35667,Sour Grapes: A Book of Poems,"Williams, William Carlos",1883,1963,['en'],92,{'American poetry'}
PG35714,"How She Felt in Her First Corset, and Other Poems","Alderson, Matthew W.",1855,1924,['en'],10,{'American poetry -- 19th century'}
PG35779,"The Cornflower, and Other Poems","Blewett, Jean",1862,1934,['en'],7,{'Canadian poetry'}
PG35780,"Two Fishers, and Other Poems","Palmer, Herbert E. (Herbert Edward)",1880,1961,['en'],8,"{'English poetry', 'World War, 1914-1918 -- Poetry'}"
PG35903,Rose Leaf and Apple Leaf,"Rodd, Rennell",1858,1941,['en'],12,{'English poetry -- 19th century'}
PG35996,"The Dawn Patrol, and other poems of an aviator","Bewsher, Paul",1894,1966,['en'],8,"{'Aeronautics -- Poetry', 'World War, 1914-1918 -- Poetry'}"
PG36038,Fiscal Ballads,"Graham, Harry",1874,1936,['en'],5,"{'Great Britain -- Politics and government -- 1901-1910 -- Poetry', 'Free trade -- Poetry', 'Chamberlain, Joseph, 1836-1914 -- Poetry', 'Tariff -- Great Britain -- Poetry'}"
PG36051,Colors of Life: Poems and Songs and Sonnets,"Eastman, Max",1883,1969,['en'],6,{'American poetry -- 20th century'}
PG36068,Poems of James McIntyre,"McIntyre, James",1827,1906,['en'],47,"{'Cheese -- Poetry', 'Canadian poetry', 'Canada -- Poetry'}"
PG36094,"Our Boys, and Other Poems","Strang, Alan L.",1908,1919,['en'],5,"{'World War, 1914-1918 -- Poetry', 'American poetry'}"
PG36135,"The Spawn of Ixion; Or, The 'Biter Bit.' An Allegory","Cooley, James Ewing",1802,1882,['en'],4,{'Poetry'}
PG36149,Songs and Satires,"Masters, Edgar Lee",1868,1950,['en'],9,{'American poetry'}
PG36153,"Memorial Day, and Other Verse (Original and Translated)","Reed, Helen Leah",,1926,['en'],7,{'Poetry'}
PG3628,The Kingdom of Love,"Wilcox, Ella Wheeler",1850,1919,['en'],63,{'American poetry'}
PG36321,Misrepresentative Men,"Graham, Harry",1874,1936,['en'],6,"{'Humorous poetry', 'Nonsense verses', 'Biographical poetry'}"
PG3650,"Selections from American poetry, with special reference to Poe, Longfellow, Lowell and Whittier",,,,['en'],31,{'American poetry'}
PG36617,The Ballad of the Quest,"Sheard, Virna",1865,1943,['en'],9,{'Canadian poetry'}
PG36618,Carry On!,"Sheard, Virna",1865,1943,['en'],5,{'Canadian poetry'}
PG36620,"The Three Hills, and Other Poems","Baudelaire, Charles",1821,1867,['en'],7,{'Poetry'}
PG3665,Maurine and Other Poems,"Wilcox, Ella Wheeler",1850,1919,['en'],28,{'American poetry'}
PG36702,Verse and Worse,"Graham, Harry",1874,1936,['en'],21,"{'Humorous poetry, English'}"
PG36770,Sun and Saddle Leather,"Clark, Badger",1883,1957,['en'],30,"{'West (U.S.) -- Poetry', 'Cowboys -- Poetry'}"
PG36913,"The Divine Vision, and Other Poems","Russell, George William",1867,1935,['en'],20,{'Poetry'}
PG36915,His Lady of the Sonnets,"Norwood, Robert Winkworth",1874,,['en'],4,{'Canadian poetry'}
PG36916,The Piper and the Reed,"Norwood, Robert Winkworth",1874,,['en'],4,{'Canadian poetry'}
PG36954,City Ballads,"Carleton, Will",1845,1912,['en'],29,{'City and town life -- Poetry'}
PG37085,Outlook Odes,"Crosland, T. W. H. (Thomas William Hodgson)",1865,1924,['en'],8,{'Poetry'}
PG37087,Poems,"Stuart, Muriel",1889,1967,['en'],6,{'Poetry'}
PG37091,A Song of the English,"Kipling, Rudyard",1865,1936,['en'],16,{'Poetry'}
PG37132,Songs of Womanhood,"Alma-Tadema, Laurence",1864,1940,['en'],4,{'Poetry'}
PG37188,Plish and Plum,"Busch, Wilhelm",1832,1908,['en'],18,"{'Pets -- Juvenile poetry', 'Wit and humor, Juvenile', 'Dogs -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry', 'Animal welfare -- Juvenile poetry', 'Brothers -- Juvenile poetry', 'Conduct of life -- Juvenile poetry', 'Human-animal relationships -- Juvenile poetry'}"
PG37213,Reincarnations,"Stephens, James",1882,1950,['en'],21,{'Poetry'}
PG37214,The Adventures of Seumas Beg; The Rocky Road to Dublin,"Stephens, James",1882,1950,['en'],6,{'Poetry'}
PG37323,Poems on Golf,,,,['en'],9,{'Golf -- Poetry'}
PG37365,Sonnets and Other Verse,"MacKeracher, William M. (William Mackay)",1871,1913,['en'],9,"{'Sonnets', 'Canadian poetry'}"
PG37366,Vacation Verse,"MacKeracher, William M. (William Mackay)",1871,1913,['en'],5,{'Canadian poetry'}
PG37367,Verses of Feeling and Fancy,"MacKeracher, William M. (William Mackay)",1871,1913,['en'],6,{'Canadian poetry'}
PG37371,"The Triumph of Music, and Other Lyrics","Cawein, Madison Julius",1865,1914,['en'],5,{'American poetry'}
PG37375,Legends of the North: The Guidman O' Inglismill and The Fairy Bride,"Buchan, Patrick",,,['en'],5,"{'Fairy poetry, Scottish'}"
PG37469,"Some Imagist Poets, 1916: An Annual Anthology","Aldington, Richard",1892,1962,['en'],46,"{'English poetry -- 20th century', 'American poetry -- 20th century', 'Imagist poetry'}"
PG37510,By Trench and Trail in Song and Story,"Mackay, Angus",1864,1923,['en'],11,{'Canadian poetry'}
PG37518,The Butterflys' Ball,Anonymous,,,['en'],8,"{'Animals -- Juvenile poetry', 'Insects -- Juvenile poetry'}"
PG37529,The Adventures of Puss in Boots: Marks's Edition,Anonymous,,,['en'],36,"{'Cats -- Juvenile poetry', 'Fairy tales -- Juvenile poetry'}"
PG3753,"Peacock Pie, a Book of Rhymes","De la Mare, Walter",1873,1956,['en'],27,"{""Children's poetry, English""}"
PG37556,Poems,"Shanks, Edward",1892,1953,['en'],5,{'English poetry -- 20th century'}
PG37557,Open Water,"Stringer, Arthur",1874,1950,['en'],7,{'Poetry'}
PG3757,The White Bees,"Van Dyke, Henry",1852,1933,['en'],2,{'American poetry'}
PG37648,A Century of Emblems,"Cautley, George Spencer",,1880,['en'],15,"{'Poetry', 'Emblems'}"
PG37649,"Love Letters of a Violinist, and Other Poems","Mackay, Eric",1851,1898,['en'],28,{'Poetry'}
PG37690,The Babes in the Wood: May Bells Series,Anonymous,,,['en'],8,"{""Children's poetry""}"
PG37718,Elias: An Epic of the Ages,"Whitney, Orson F. (Orson Ferguson)",1855,1931,['en'],16,"{'Mormon Church -- Poetry', 'Mormons -- Poetry'}"
PG37751,"The Deluge, and Other Poems","Presland, John",1885,1975,['en'],7,{'Poetry'}
PG37752,"Poems of London, and Other Verses","Presland, John",1885,1975,['en'],5,"{'London (England) -- Poetry', 'Poetry'}"
PG37804,"The Poetical Works of Robert Bridges, Excluding the Eight Dramas","Bridges, Robert",1844,1930,['en'],51,{'English poetry'}
PG37810,Child Verse: Poems Grave & Gay,"Tabb, John B. (John Banister)",1845,1909,['en'],8,"{""Children's poetry""}"
PG37852,Chimneysmoke,"Morley, Christopher",1890,1957,['en'],14,{'American poetry -- 20th century'}
PG37859,"The Call of the Mountains, and Other Poems","Pickering, James E.",,,['en'],4,{'Poetry'}
PG37860,Poems - First Series,"Squire, John Collings, Sir",1884,1958,['en'],10,{'English poetry -- 20th century'}
PG37861,Poems - Second Series,"Squire, John Collings, Sir",1884,1958,['en'],5,{'English poetry -- 20th century'}
PG37999,Poems,"Macy, Arthur",1842,1904,['en'],15,{'American poetry'}
PG38011,"The Epic of Hades, in Three Books","Morris, Lewis",1833,1907,['en'],42,"{'Gods, Greek -- Poetry', 'Mythology, Greek -- Poetry'}"
PG38052,Reynard the Fox,"Masefield, John",1878,1967,['en'],140,{'Fox hunting -- Poetry'}
PG38071,"The Guards Came Through, and Other Poems","Doyle, Arthur Conan",1859,1930,['en'],13,"{'World War, 1914-1918 -- Poetry'}"
PG38135,"Etain the Beloved, and Other Poems","Cousins, James Henry",1873,1956,['en'],10,{'Poetry'}
